customer_id,signup_date,age,country,device,acquisition_channel,plan,billing_cycle,payment_method,base_price,total_discount_pct,monthly_fee,late_payments_6m,usage_days_30,avg_session_minutes,content_diversity,engagement_trend,support_tickets_6m,avg_ticket_resolution_hours,had_streaming_issues,refund_requests_12m,tenure_months,churn_probability_true,churned,churned_month
7025,2021-08-15,36,NL,Desktop,Referral,Basic,Annual,Credit Card,9.99,0.16276133229907114,8.36,0,30,25.7,8,1.35,0,12.7,0,0,53,0.2661,0,
7026,2025-12-09,57,NL,Mobile,Organic,Standard,Monthly,Debit Card,13.99,0.0,13.99,1,15,21.5,9,-0.1,1,27.8,0,2,1,0.8952,1,4.0
7027,2022-03-23,35,CA,Mobile,Paid Search,Basic,Monthly,Credit Card,9.99,0.15,8.49,0,30,33.3,12,0.7,1,1.4,0,0,45,0.5288,0,
7028,2025-11-09,44,UK,Mobile,Email,Basic,Monthly,Credit Card,9.99,0.15,8.49,0,30,5.0,4,-0.42,0,18.1,0,0,2,0.5686,1,5.0
7029,2023-03-25,52,ES,Mobile,Organic,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,12,45.1,9,-1.23,0,8.8,1,0,33,0.8507,0,
7030,2025-08-05,28,US,Mobile,Email,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,29,38.8,9,-0.12,2,4.5,0,0,5,0.489,1,7.0
7031,2025-06-17,24,CA,Mobile,Paid Search,Basic,Annual,Credit Card,9.99,0.22190792164724782,7.77,0,12,5.0,9,0.24,0,16.5,1,0,6,0.5283,1,8.0
7032,2024-10-11,62,ES,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,4,32.7,4,0.26,0,15.2,0,0,15,0.7962,0,
7033,2025-08-01,33,ES,Mobile,Affiliate,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,13,34.6,2,-0.42,0,26.4,0,0,5,0.8945,0,
7034,2024-01-18,35,SE,Mobile,Paid Search,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,11,21.9,3,0.38,0,1.0,0,0,23,0.7148,1,8.0
7035,2025-03-30,48,FR,Mobile,Organic,Premium,Monthly,PayPal,17.99,0.0,17.99,1,14,5.0,8,-0.41,1,16.0,1,0,9,0.906,1,8.0
7036,2021-11-11,23,IT,Tablet,Social,Standard,Monthly,Debit Card,13.99,0.05,13.29,0,21,44.9,1,0.6,0,29.4,0,0,50,0.8311,1,7.0
7037,2021-05-09,20,US,SmartTV,Referral,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,14,27.0,10,1.07,0,16.2,0,0,56,0.6951,0,
7038,2023-09-20,39,FR,Desktop,Paid Search,Premium,Monthly,Debit Card,17.99,0.05,17.09,0,18,52.0,4,0.93,0,33.7,0,0,27,0.6428,1,2.0
7039,2025-01-18,68,UK,SmartTV,Referral,Premium,Monthly,Apple Pay,17.99,0.1,16.19,1,23,29.3,3,-0.78,0,9.1,0,0,11,0.7719,1,2.0
7040,2024-10-29,47,US,Mobile,Organic,Premium,Monthly,Google Pay,17.99,0.0,17.99,0,22,39.1,9,-0.48,0,1.0,0,0,14,0.5028,0,
7041,2023-08-22,48,SE,Tablet,Organic,Standard,Monthly,Google Pay,13.99,0.2,11.19,1,14,17.4,8,-0.67,1,26.5,0,1,28,0.8911,0,
7042,2023-08-10,49,DE,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.05,13.29,0,27,64.1,7,0.33,2,30.1,0,0,29,0.6648,0,
7043,2024-01-19,62,FR,Desktop,Email,Standard,Monthly,Debit Card,13.99,0.15,11.89,0,17,37.0,7,0.66,0,10.5,0,0,23,0.6934,0,
7044,2025-05-05,61,ES,Desktop,Organic,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,21,8.8,8,0.34,0,5.3,0,0,8,0.5914,0,
7045,2025-03-18,19,US,Tablet,Affiliate,Standard,Monthly,PayPal,13.99,0.15,11.89,0,12,32.4,8,0.32,1,24.5,0,1,9,0.8438,1,12.0
7046,2021-07-20,46,FR,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,11,20.8,3,-0.67,0,42.6,0,1,53,0.8384,1,1.0
7047,2023-12-24,46,FR,Mobile,Paid Search,Standard,Monthly,Credit Card,13.99,0.05,13.29,1,17,48.2,3,-2.5,0,25.7,0,0,24,0.8184,0,
7048,2022-11-27,29,US,Tablet,Referral,Basic,Monthly,Google Pay,9.99,0.0,9.99,0,4,61.9,10,1.94,2,22.9,0,1,37,0.7809,1,1.0
7049,2024-12-30,68,SE,Desktop,Organic,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,11,48.4,7,-0.08,0,32.3,0,0,12,0.7802,1,8.0
7050,2023-07-13,31,DE,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.05,13.29,0,13,55.8,7,0.54,1,30.0,0,0,30,0.8156,1,3.0
7051,2025-12-16,61,US,Mobile,Organic,Standard,Monthly,Apple Pay,13.99,0.15,11.89,0,6,26.2,8,-0.7,2,27.9,0,1,1,0.9406,1,10.0
7052,2023-03-01,23,CA,Mobile,Paid Search,Standard,Monthly,PayPal,13.99,0.2,11.19,1,16,38.9,3,-1.31,0,9.4,0,0,34,0.7717,1,10.0
7053,2024-05-25,49,UK,Mobile,Paid Search,Basic,Monthly,Debit Card,9.99,0.2,7.99,0,10,43.9,5,1.27,0,31.2,0,0,19,0.72,1,12.0
7054,2021-07-18,56,CA,Desktop,Organic,Standard,Monthly,Debit Card,13.99,0.0,13.99,1,25,43.3,7,0.38,0,7.0,0,0,53,0.7375,1,7.0
7055,2025-08-30,44,DE,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,19,20.4,5,-1.06,0,32.3,0,0,4,0.8063,1,7.0
7056,2021-10-08,23,IT,Tablet,Affiliate,Basic,Monthly,Debit Card,9.99,0.0,9.99,1,5,14.4,9,-0.98,1,14.5,1,0,51,0.9374,1,12.0
7057,2022-11-22,24,IT,Tablet,Paid Search,Basic,Monthly,Google Pay,9.99,0.0,9.99,0,26,16.8,6,-0.2,0,11.4,0,0,37,0.5649,1,12.0
7058,2025-03-10,49,IT,Mobile,Email,Basic,Monthly,Credit Card,9.99,0.05,9.49,0,21,52.6,7,-0.16,1,7.8,1,0,10,0.769,1,6.0
7059,2025-11-02,62,CA,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,8,46.6,8,-1.07,2,6.9,0,0,2,0.7061,0,
7060,2023-06-04,49,US,SmartTV,Organic,Basic,Monthly,PayPal,9.99,0.15,8.49,0,24,49.8,11,1.3,1,25.2,0,2,31,0.7704,1,10.0
7061,2023-06-05,23,CA,SmartTV,Paid Search,Premium,Monthly,PayPal,17.99,0.0,17.99,0,19,20.9,11,1.44,1,13.8,0,0,31,0.6676,1,5.0
7062,2021-03-30,58,CA,SmartTV,Organic,Basic,Monthly,PayPal,9.99,0.0,9.99,1,27,47.6,1,-0.89,0,3.1,0,0,57,0.6994,1,7.0
7063,2025-11-23,41,FR,Desktop,Paid Search,Premium,Monthly,Credit Card,17.99,0.05,17.09,0,5,50.0,8,1.12,0,1.6,1,0,1,0.7778,0,
7064,2021-01-31,21,SE,SmartTV,Paid Search,Standard,Monthly,Debit Card,13.99,0.0,13.99,1,26,12.1,8,-0.54,2,19.1,1,1,59,0.9021,1,11.0
7065,2021-02-17,37,NL,Mobile,Social,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,6,30.9,3,-1.21,0,1.0,0,0,58,0.7066,0,
7066,2023-05-15,28,DE,Mobile,Organic,Standard,Monthly,Prepaid,13.99,0.15,11.89,0,11,38.0,4,0.14,1,14.9,0,1,32,0.8426,1,12.0
7067,2021-01-07,69,CA,Mobile,Affiliate,Standard,Monthly,PayPal,13.99,0.0,13.99,0,9,63.2,9,-0.21,0,17.0,0,2,60,0.7325,1,1.0
7068,2021-10-28,65,CA,Desktop,Affiliate,Basic,Monthly,PayPal,9.99,0.0,9.99,0,16,56.4,1,-0.32,1,35.4,0,1,50,0.8572,1,6.0
7069,2024-02-21,23,ES,Mobile,Social,Basic,Monthly,Prepaid,9.99,0.0,9.99,0,14,82.8,3,-0.38,1,1.0,0,0,22,0.7194,0,
7070,2024-07-11,47,IT,Desktop,Paid Search,Basic,Monthly,PayPal,9.99,0.0,9.99,0,19,38.3,11,-0.44,0,1.0,0,1,18,0.564,1,10.0
7071,2022-06-29,18,DE,Mobile,Social,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,22,5.0,1,-0.8,1,21.1,0,0,42,0.7787,1,10.0
7072,2024-12-23,41,SE,Desktop,Organic,Basic,Annual,Debit Card,9.99,0.24881383274738947,7.5,0,13,54.4,9,0.88,0,1.0,1,0,12,0.6968,1,3.0
7073,2024-01-15,26,US,SmartTV,Social,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,18,9.3,12,1.63,1,15.7,0,0,24,0.6082,1,10.0
7074,2022-02-21,56,CA,Tablet,Organic,Basic,Monthly,Google Pay,9.99,0.2,7.99,0,4,51.0,4,1.66,2,16.6,0,0,46,0.8234,1,1.0
7075,2024-07-24,21,NL,Mobile,Email,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,11,35.7,6,0.13,0,31.5,0,1,17,0.7114,1,11.0
7076,2023-12-18,64,UK,Mobile,Paid Search,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,10,34.7,11,-0.07,0,21.1,1,0,24,0.8925,1,10.0
7077,2025-01-22,30,SE,Mobile,Paid Search,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,4,37.6,6,0.11,1,17.5,0,0,11,0.7293,1,11.0
7078,2021-10-10,31,ES,Desktop,Referral,Premium,Monthly,PayPal,17.99,0.1,16.19,0,14,31.5,6,0.73,0,9.2,0,0,51,0.6583,1,10.0
7079,2022-02-26,64,CA,Mobile,Referral,Standard,Annual,Credit Card,13.99,0.1287802038408337,12.19,0,28,5.0,7,1.49,1,19.4,1,0,46,0.6493,1,1.0
7080,2022-07-09,64,DE,Tablet,Organic,Standard,Monthly,Credit Card,13.99,0.05,13.29,0,13,65.1,11,-0.64,0,17.4,0,0,42,0.6999,1,5.0
7081,2022-09-16,22,DE,SmartTV,Social,Basic,Monthly,Credit Card,9.99,0.05,9.49,0,3,51.2,2,-0.24,1,23.4,0,0,39,0.8715,1,3.0
7082,2025-06-11,23,DE,Mobile,Affiliate,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,4,34.1,5,0.82,2,17.3,0,0,7,0.906,1,1.0
7083,2024-08-30,62,DE,Mobile,Paid Search,Standard,Monthly,Debit Card,13.99,0.0,13.99,0,23,57.8,3,0.07,0,35.0,0,0,16,0.6613,1,6.0
7084,2023-09-21,68,IT,Mobile,Organic,Basic,Annual,Google Pay,9.99,0.2837219690904645,7.16,0,24,41.4,5,2.03,0,7.7,0,0,27,0.3017,1,4.0
7085,2023-09-14,43,DE,SmartTV,Affiliate,Premium,Annual,Prepaid,17.99,0.16943046323479327,14.94,1,22,69.4,6,-0.24,2,20.8,0,1,28,0.631,0,
7086,2025-06-06,26,US,Mobile,Affiliate,Standard,Monthly,Debit Card,13.99,0.15,11.89,0,18,75.8,4,-1.19,0,6.6,1,0,7,0.8,1,2.0
7087,2023-03-27,25,NL,Tablet,Organic,Premium,Monthly,Google Pay,17.99,0.05,17.09,1,11,33.9,9,-0.64,0,29.1,0,0,33,0.7566,1,5.0
7088,2022-02-16,31,IT,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,8,50.4,2,-0.55,0,6.4,0,0,46,0.5752,0,
7089,2021-09-07,53,IT,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,11,59.2,1,-0.35,0,15.9,0,0,52,0.6759,1,3.0
7090,2022-08-26,23,US,Tablet,Affiliate,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,10,75.3,6,-1.63,2,12.7,0,0,40,0.757,1,9.0
7091,2024-04-07,51,US,Mobile,Email,Standard,Monthly,PayPal,13.99,0.05,13.29,0,17,9.2,3,-1.26,0,11.9,0,0,21,0.7563,0,
7092,2023-05-10,59,US,SmartTV,Paid Search,Basic,Annual,Credit Card,9.99,0.21237661690913354,7.87,0,30,39.1,6,-0.56,1,18.1,0,0,32,0.4868,1,12.0
7093,2023-02-10,25,SE,Mobile,Email,Standard,Annual,Apple Pay,13.99,0.2016950575533527,11.17,0,0,29.9,11,0.53,0,8.7,0,0,35,0.7743,0,
7094,2023-05-27,69,UK,Tablet,Organic,Basic,Monthly,Prepaid,9.99,0.0,9.99,0,24,25.6,5,0.29,0,21.7,1,0,31,0.8357,1,3.0
7095,2025-11-16,69,ES,SmartTV,Paid Search,Basic,Monthly,Debit Card,9.99,0.15,8.49,1,24,52.9,10,-0.16,2,16.2,0,0,1,0.7564,1,2.0
7096,2025-12-27,33,NL,Mobile,Organic,Premium,Monthly,Google Pay,17.99,0.0,17.99,0,10,26.8,6,-0.58,1,19.8,1,1,1,0.8762,1,4.0
7097,2021-10-22,23,US,Desktop,Email,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,17,72.2,6,-0.07,1,24.1,1,0,50,0.743,1,3.0
7098,2021-07-28,34,US,Desktop,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,0,68.8,3,0.3,0,11.6,1,0,53,0.9016,1,6.0
7099,2022-03-23,31,SE,Mobile,Email,Basic,Monthly,Prepaid,9.99,0.0,9.99,1,19,40.1,5,-1.15,2,14.3,0,1,45,0.8411,1,4.0
7100,2025-04-05,32,DE,Desktop,Referral,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,16,9.4,7,-1.01,0,24.3,0,1,9,0.809,1,5.0
7101,2023-04-20,66,UK,Mobile,Affiliate,Standard,Annual,PayPal,13.99,0.2620664826342747,10.32,0,23,17.3,3,-0.96,4,16.7,0,0,32,0.7077,0,
7102,2025-04-27,26,IT,Tablet,Paid Search,Standard,Monthly,Credit Card,13.99,0.05,13.29,0,4,66.5,9,-0.97,0,12.1,0,1,8,0.8038,1,1.0
7103,2024-03-26,34,NL,Desktop,Paid Search,Standard,Monthly,Google Pay,13.99,0.2,11.19,0,12,37.6,6,1.51,0,28.3,0,0,21,0.8469,1,2.0
7104,2023-10-08,58,NL,Mobile,Organic,Premium,Annual,Credit Card,17.99,0.18806320478708566,14.61,0,15,79.6,12,-0.54,1,16.4,0,0,27,0.3785,1,4.0
7105,2022-05-30,20,UK,Tablet,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,7,62.1,4,-0.08,1,27.2,0,0,43,0.7589,1,12.0
7106,2022-09-21,21,FR,Tablet,Social,Premium,Monthly,Debit Card,17.99,0.05,17.09,0,8,98.4,1,1.11,0,19.1,0,0,39,0.6879,1,9.0
7107,2021-09-27,33,US,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.05,13.29,1,20,72.8,8,0.38,0,18.4,1,0,51,0.8554,1,10.0
7108,2023-08-07,68,IT,Mobile,Paid Search,Standard,Monthly,Credit Card,13.99,0.1,12.59,0,28,61.4,14,-1.72,1,12.1,1,0,29,0.6521,1,5.0
7109,2022-05-27,61,NL,Mobile,Organic,Standard,Monthly,Debit Card,13.99,0.15,11.89,0,21,34.8,8,-0.87,0,10.0,0,0,43,0.5219,1,8.0
7110,2022-06-19,66,FR,SmartTV,Social,Basic,Monthly,Apple Pay,9.99,0.0,9.99,1,10,54.8,5,-0.39,1,15.4,1,0,42,0.9076,1,12.0
7111,2021-03-14,62,NL,Mobile,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,20,39.0,6,0.36,0,31.3,0,0,58,0.633,0,
7112,2024-12-30,24,CA,Mobile,Organic,Basic,Annual,Google Pay,9.99,0.15815471534242295,8.41,0,22,69.2,4,-0.16,0,18.8,0,0,12,0.3854,0,
7113,2025-09-12,38,DE,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,30,17.6,1,0.1,1,16.1,0,0,4,0.6746,1,12.0
7114,2023-06-29,45,US,Mobile,Organic,Premium,Annual,Debit Card,17.99,0.23378275466223408,13.78,1,12,29.8,4,1.25,0,16.1,0,0,30,0.6811,1,1.0
7115,2023-09-06,26,CA,Desktop,Social,Basic,Monthly,PayPal,9.99,0.0,9.99,0,17,61.5,5,-0.19,1,37.3,0,0,28,0.7489,1,6.0
7116,2025-08-18,69,DE,Desktop,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,7,25.6,11,-0.88,2,19.9,1,0,4,0.7861,1,8.0
7117,2023-07-23,49,DE,Mobile,Social,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,9,58.7,6,1.81,1,4.9,0,0,29,0.6603,1,9.0
7118,2024-02-12,62,NL,Mobile,Social,Standard,Monthly,Debit Card,13.99,0.0,13.99,1,7,53.1,11,-1.63,0,22.1,0,2,23,0.8915,1,1.0
7119,2023-02-21,31,US,Tablet,Organic,Premium,Monthly,Google Pay,17.99,0.0,17.99,0,12,47.0,10,0.88,1,20.3,0,0,34,0.6025,1,3.0
7120,2023-07-29,55,US,Desktop,Paid Search,Premium,Monthly,Debit Card,17.99,0.1,16.19,0,17,66.4,7,-0.54,1,26.9,0,0,29,0.7144,1,4.0
7121,2023-08-11,23,DE,Desktop,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,1,28.8,9,1.6,0,21.6,1,0,29,0.9203,1,12.0
7122,2024-07-22,19,US,Mobile,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,19,29.8,7,0.19,1,10.5,0,0,17,0.6293,0,
7123,2024-01-09,51,US,SmartTV,Referral,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,8,52.3,7,0.8,1,2.0,0,2,24,0.8612,1,2.0
7124,2023-07-10,21,DE,Mobile,Paid Search,Basic,Monthly,Apple Pay,9.99,0.05,9.49,0,27,30.8,5,0.4,0,43.2,0,0,30,0.7376,1,7.0
7125,2021-05-19,32,DE,Desktop,Email,Standard,Monthly,Debit Card,13.99,0.0,13.99,0,15,29.8,9,-0.69,1,28.2,0,0,55,0.7293,1,10.0
7126,2025-07-10,59,FR,Tablet,Email,Basic,Monthly,Credit Card,9.99,0.05,9.49,0,26,59.1,5,-0.9,0,16.8,0,1,6,0.6303,1,11.0
7127,2025-06-10,43,US,Mobile,Organic,Premium,Monthly,Apple Pay,17.99,0.0,17.99,0,12,71.4,13,0.48,1,22.4,0,0,7,0.6737,1,11.0
7128,2021-12-03,37,UK,Mobile,Referral,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,23,34.2,8,-1.08,0,20.6,0,1,49,0.7601,1,3.0
7129,2022-06-20,33,NL,Tablet,Paid Search,Basic,Monthly,PayPal,9.99,0.0,9.99,0,19,55.5,5,-1.02,0,18.5,0,0,42,0.7387,1,12.0
7130,2025-11-13,52,DE,Desktop,Paid Search,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,8,45.7,2,0.29,1,22.6,1,0,2,0.9362,1,8.0
7131,2022-08-10,67,NL,SmartTV,Social,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,30,45.5,4,-1.24,1,18.2,0,0,41,0.5953,0,
7132,2025-01-23,56,UK,Tablet,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,16,39.8,9,0.27,1,22.1,0,0,11,0.5699,1,10.0
7133,2024-12-05,36,US,SmartTV,Email,Basic,Annual,Apple Pay,9.99,0.12819704898014878,8.71,0,3,42.0,3,0.26,0,14.6,0,0,13,0.6299,0,
7134,2025-04-21,39,US,Desktop,Affiliate,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,16,51.2,2,0.07,0,25.4,0,0,8,0.5709,1,4.0
7135,2021-01-30,23,US,Desktop,Paid Search,Premium,Monthly,Debit Card,17.99,0.0,17.99,0,8,35.6,5,-0.81,2,9.5,1,1,59,0.8927,1,6.0
7136,2023-06-01,25,SE,SmartTV,Affiliate,Basic,Annual,Credit Card,9.99,0.17444647602465527,8.25,0,8,63.3,6,0.21,0,26.9,1,0,31,0.6781,0,
7137,2023-10-30,31,IT,SmartTV,Affiliate,Standard,Annual,Prepaid,13.99,0.3824616965556748,8.64,0,0,32.2,8,-0.45,0,42.2,0,0,26,0.7155,0,
7138,2025-03-09,38,UK,Mobile,Referral,Premium,Annual,Debit Card,17.99,0.3115183674924151,12.39,0,5,52.8,10,-0.21,1,19.8,0,0,10,0.706,1,2.0
7139,2022-02-14,69,IT,Desktop,Social,Premium,Monthly,Debit Card,17.99,0.15,15.29,0,5,60.5,8,0.43,1,14.0,0,1,47,0.8513,1,2.0
7140,2022-07-15,63,ES,Mobile,Social,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,17,44.2,1,-1.79,0,10.5,1,0,42,0.8649,1,2.0
7141,2021-11-25,23,CA,SmartTV,Social,Standard,Monthly,Debit Card,13.99,0.1,12.59,0,17,34.5,6,0.57,1,15.8,1,0,49,0.8762,1,2.0
7142,2024-10-23,35,IT,Desktop,Organic,Basic,Monthly,Credit Card,9.99,0.15,8.49,0,5,34.7,1,-0.48,3,12.3,0,0,14,0.779,1,6.0
7143,2025-12-29,20,CA,Desktop,Organic,Standard,Monthly,Prepaid,13.99,0.0,13.99,1,0,33.6,10,0.07,0,5.0,0,0,1,0.8352,1,8.0
7144,2021-09-14,21,FR,SmartTV,Paid Search,Standard,Annual,Credit Card,13.99,0.3375475651859584,9.27,0,17,41.6,1,1.66,0,11.9,0,1,52,0.5856,1,7.0
7145,2022-03-02,37,SE,Mobile,Email,Standard,Annual,PayPal,13.99,0.31499708448791686,9.58,0,11,33.9,2,-0.52,0,11.0,0,0,46,0.6502,1,12.0
7146,2022-07-15,67,FR,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,12,36.8,5,-0.41,1,17.2,0,0,42,0.8822,1,3.0
7147,2025-06-12,27,SE,Mobile,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,1,23,31.9,7,-0.94,0,17.8,0,0,7,0.6719,1,7.0
7148,2023-03-25,53,ES,Mobile,Paid Search,Standard,Monthly,Prepaid,13.99,0.0,13.99,1,22,23.6,4,0.57,0,14.2,0,0,33,0.7337,1,3.0
7149,2022-05-30,38,SE,Mobile,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,22,74.7,1,0.71,1,15.6,0,0,43,0.5162,0,
7150,2022-08-12,46,US,Desktop,Email,Basic,Monthly,PayPal,9.99,0.0,9.99,1,22,6.9,9,1.83,2,24.4,0,0,41,0.7645,1,3.0
7151,2023-12-29,63,DE,Mobile,Paid Search,Standard,Annual,Credit Card,13.99,0.4,8.39,0,27,50.7,7,0.55,0,24.3,0,0,24,0.444,0,
7152,2022-12-08,61,CA,SmartTV,Social,Premium,Monthly,Credit Card,17.99,0.15,15.29,0,16,22.1,7,0.23,0,21.9,0,0,37,0.8013,1,6.0
7153,2021-09-14,61,ES,Mobile,Email,Premium,Monthly,PayPal,17.99,0.0,17.99,1,25,45.2,7,-0.65,0,20.6,0,0,52,0.6368,0,
7154,2025-02-06,39,DE,Mobile,Affiliate,Premium,Monthly,Apple Pay,17.99,0.15,15.29,0,15,48.6,3,0.29,0,4.2,0,1,11,0.7764,0,
7155,2023-02-10,20,ES,Mobile,Affiliate,Basic,Monthly,PayPal,9.99,0.0,9.99,0,8,25.0,3,-0.11,0,7.8,0,0,35,0.7333,1,6.0
7156,2022-04-14,69,NL,Mobile,Referral,Standard,Monthly,PayPal,13.99,0.0,13.99,0,22,27.9,8,-0.25,1,13.2,0,1,45,0.6296,1,3.0
7157,2024-08-23,69,US,Desktop,Paid Search,Standard,Monthly,Debit Card,13.99,0.0,13.99,0,8,39.0,7,-0.24,0,8.9,0,0,16,0.6032,0,
7158,2024-09-22,62,UK,SmartTV,Referral,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,28,30.2,6,0.9,0,10.3,0,0,15,0.5508,0,
7159,2021-10-11,42,NL,Mobile,Social,Basic,Annual,Apple Pay,9.99,0.16300483766180207,8.36,0,30,39.9,4,0.58,1,26.0,0,0,51,0.2421,1,2.0
7160,2021-05-15,32,FR,Mobile,Paid Search,Standard,Monthly,PayPal,13.99,0.0,13.99,0,22,41.5,5,0.99,1,15.5,0,1,56,0.7132,1,5.0
7161,2021-03-24,27,IT,Mobile,Social,Premium,Annual,Credit Card,17.99,0.3081628816634791,12.45,0,22,28.9,8,0.06,0,27.7,0,0,57,0.491,0,
7162,2024-10-30,37,UK,Desktop,Affiliate,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,20,57.4,3,0.08,0,13.2,1,0,14,0.7596,1,3.0
7163,2024-02-17,35,IT,Mobile,Organic,Standard,Monthly,Debit Card,13.99,0.1,12.59,0,19,55.1,10,0.12,2,3.0,0,0,22,0.8164,1,7.0
7164,2024-12-17,32,US,Mobile,Affiliate,Standard,Monthly,PayPal,13.99,0.0,13.99,1,27,27.5,11,0.77,2,17.2,0,0,12,0.5959,1,3.0
7165,2024-02-18,67,DE,Tablet,Referral,Basic,Annual,Google Pay,9.99,0.10006604258481794,8.99,0,26,18.2,5,-0.74,2,17.6,0,0,22,0.5604,1,2.0
7166,2023-01-04,52,IT,Tablet,Paid Search,Basic,Monthly,PayPal,9.99,0.0,9.99,1,5,65.8,6,-0.36,0,14.0,0,0,36,0.8286,1,5.0
7167,2023-12-13,29,FR,Mobile,Paid Search,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,2,5.0,10,0.12,1,11.5,0,0,25,0.7557,1,9.0
7168,2024-08-12,51,NL,Desktop,Paid Search,Basic,Monthly,Debit Card,9.99,0.1,8.99,1,0,26.6,10,-0.29,2,29.2,0,0,17,0.88,1,4.0
7169,2022-12-30,54,US,Tablet,Paid Search,Standard,Monthly,Debit Card,13.99,0.1,12.59,1,23,61.3,1,-1.69,0,7.1,0,0,36,0.8081,0,
7170,2025-07-30,45,ES,Mobile,Organic,Basic,Monthly,PayPal,9.99,0.0,9.99,2,12,47.1,11,-0.94,0,21.1,0,0,5,0.9079,1,1.0
7171,2025-07-01,67,US,Desktop,Organic,Basic,Monthly,Prepaid,9.99,0.0,9.99,1,13,62.4,7,0.06,1,12.9,0,0,6,0.7582,0,
7172,2025-01-02,68,IT,Mobile,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,26,65.6,9,0.96,2,24.2,0,0,12,0.6448,1,5.0
7173,2025-12-17,40,NL,Mobile,Organic,Standard,Annual,Google Pay,13.99,0.15808862442376734,11.78,0,21,29.2,7,-1.76,1,14.2,0,0,1,0.4235,0,
7174,2022-12-14,42,UK,Mobile,Organic,Basic,Monthly,Debit Card,9.99,0.0,9.99,1,27,55.9,4,0.76,1,42.2,0,1,37,0.8334,0,
7175,2021-07-28,29,IT,Tablet,Email,Standard,Annual,Credit Card,13.99,0.13614498416230533,12.09,0,8,43.7,7,0.73,1,1.0,0,1,53,0.6988,1,8.0
7176,2023-06-04,58,FR,Desktop,Social,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,15,27.3,10,-0.55,0,10.3,1,1,31,0.7809,1,8.0
7177,2024-09-23,66,IT,Tablet,Affiliate,Standard,Monthly,Apple Pay,13.99,0.1,12.59,1,22,33.0,6,0.69,1,1.3,0,0,15,0.5723,0,
7178,2024-11-24,52,UK,Mobile,Social,Standard,Monthly,Debit Card,13.99,0.15,11.89,0,25,26.3,5,0.87,0,20.8,0,0,13,0.6135,1,5.0
7179,2022-12-11,28,US,Desktop,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,23,51.7,4,0.67,1,30.1,0,2,37,0.8431,1,7.0
7180,2022-06-19,44,FR,SmartTV,Referral,Premium,Monthly,Google Pay,17.99,0.15,15.29,0,30,18.6,7,-2.41,3,34.6,0,0,42,0.766,1,3.0
